Date,Day of Week,Time,Active drivers,Online (h),Has booking (h),Waiting for booking (h),Busy (h),Hours per active driver,Rides per online hour,Finished Rides,People saw 0 cars (unique),People saw +1 cars (unique),Coverage Ratio (unique)
2016-12-18,7,23,52,18,6,11,11,0.3,0.67,12,9,32,78
2016-12-18,7,22,59,20,11,9,12,0.3,1.4,28,29,64,69
2016-12-18,7,21,72,25,7,18,15,0.3,0.64,16,5,39,89
2016-12-18,7,20,86,29,7,23,15,0.3,0.52,15,13,48,79
2016-12-18,7,19,82,31,14,17,19,0.4,1.16,36,12,77,87
2016-12-18,7,18,81,32,14,18,18,0.4,1,32,13,62,83
2016-12-18,7,17,72,30,13,17,13,0.4,0.87,26,9,61,87
2016-12-18,7,16,68,23,9,13,13,0.3,1.04,24,20,60,75
2016-12-18,7,15,65,24,5,19,12,0.4,0.5,12,7,37,84
2016-12-18,7,14,50,17,7,10,12,0.3,0.82,14,16,43,73
2016-12-18,7,13,44,15,7,7,12,0.3,1.47,22,19,46,71
2016-12-18,7,12,40,15,3,11,9,0.4,0.67,10,9,35,80
2016-12-18,7,11,38,10,2,8,7,0.3,0.5,5,9,20,69
2016-12-18,7,10,29,9,1,8,8,0.3,0.22,2,7,15,68
2016-12-18,7,9,22,7,1,6,7,0.3,0.14,1,7,5,42
2016-12-18,7,8,24,7,1,6,9,0.3,0.29,2,0,10,100
2016-12-18,7,7,28,9,1,8,11,0.3,0,3.5,1,4,80
2016-12-18,7,6,38,12,3,9,11,0.3,0.42,5,3,15,83
2016-12-18,7,5,46,16,7,9,13,0.3,0.69,11,12,33,73
2016-12-18,7,4,46,16,12,4,15,0.3,1.88,30,47,55,54
2016-12-18,7,3,54,23,10,12,16,0.4,1.17,27,15,72,83
2016-12-18,7,2,68,25,7,18,16,0.4,1,25,1,64,98
2016-12-18,7,1,79,25,13,12,22,0.3,1.16,29,21,69,77
2016-12-18,7,0,89,35,11,24,21,0.4,1.03,36,7,81,92
2016-12-17,6,23,100,38,12,27,19,0.4,0.82,31,10,79,89
2016-12-17,6,22,114,44,14,31,20,0.4,0.73,32,5,83,94
2016-12-17,6,21,103,39,18,21,24,0.4,1.21,47,25,96,79
2016-12-17,6,20,88,32,19,13,22,0.4,1.5,48,48,84,64
2016-12-17,6,19,84,28,16,13,23,0.3,1.36,38,34,89,72
2016-12-17,6,18,82,30,7,23,18,0.4,0.67,20,17,54,76
2016-12-17,6,17,69,23,10,14,16,0.3,0.91,21,24,63,72
2016-12-17,6,16,70,22,7,14,14,0.3,0.91,20,7,44,86
2016-12-17,6,15,62,21,6,15,12,0.3,0.67,14,14,39,74
2016-12-17,6,14,49,14,7,7,14,0.3,1.21,17,23,51,69
2016-12-17,6,13,40,13,4,9,9,0.3,0.69,9,16,32,67
2016-12-17,6,12,41,15,3,12,10,0.4,0.4,6,16,42,72
2016-12-17,6,11,34,12,5,7,9,0.4,1.08,13,30,25,45
2016-12-17,6,10,28,6,2,3,8,0.2,1,6,36,18,33
2016-12-17,6,9,23,7,4,2,6,0.3,1.14,8,37,25,40
2016-12-17,6,8,23,6,1,4,6,0.3,0.67,4,17,15,47
2016-12-17,6,7,20,7,2,6,7,0.3,0.71,5,8,11,58
2016-12-17,6,6,36,7,3,4,12,0.2,0.43,3,10,9,47
2016-12-17,6,5,51,11,6,5,20,0.2,0.91,10,12,25,68
2016-12-17,6,4,46,14,11,3,22,0.3,1.86,26,106,54,34
2016-12-17,6,3,64,21,16,5,23,0.3,1.76,37,105,87,45
2016-12-17,6,2,74,27,19,8,21,0.4,1.52,41,67,102,60
2016-12-17,6,1,83,29,20,9,23,0.3,2.03,59,69,96,58
2016-12-17,6,0,95,34,22,12,28,0.4,1.38,47,51,115,69
2016-12-16,5,23,119,43,17,26,29,0.4,1.14,49,5,107,96
2016-12-16,5,22,129,47,17,30,27,0.4,0.98,46,21,107,84
2016-12-16,5,21,126,50,22,28,30,0.4,0.8,40,39,153,80
2016-12-16,5,20,108,38,25,13,24,0.4,1.63,62,87,172,66
2016-12-16,5,19,93,33,24,8,22,0.4,1.09,36,129,141,52
2016-12-16,5,18,92,41,29,11,25,0.4,1.15,47,62,169,73
2016-12-16,5,17,91,36,17,18,17,0.4,0.89,32,29,127,81
2016-12-16,5,16,61,18,12,7,9,0.3,1,18,85,54,39
2016-12-16,5,15,53,14,9,5,9,0.3,0.93,13,80,36,31
2016-12-16,5,14,56,12,6,7,9,0.2,1,12,54,47,47
2016-12-16,5,13,43,14,8,5,10,0.3,0.71,10,66,25,27
2016-12-16,5,12,44,16,8,8,12,0.4,0.94,15,37,44,54
2016-12-16,5,11,56,20,8,12,12,0.4,0.5,10,32,53,62
2016-12-16,5,10,53,22,11,11,11,0.4,0.91,20,44,60,58
2016-12-16,5,9,47,22,17,5,10,0.5,1.59,35,90,73,45
2016-12-16,5,8,40,12,8,5,10,0.3,1.58,19,54,50,48
2016-12-16,5,7,28,7,2,5,6,0.3,0.86,6,22,13,37
2016-12-16,5,6,17,4,0,3,5,0.2,0,3.5,2,3,60
2016-12-16,5,5,20,5,1,4,6,0.3,0.2,1,2,4,67
2016-12-16,5,4,24,4,2,3,7,0.2,1.25,5,18,13,42
2016-12-16,5,3,23,6,3,2,11,0.3,1,6,59,18,23
2016-12-16,5,2,34,12,8,4,8,0.4,1.25,15,59,26,31
2016-12-16,5,1,43,13,8,5,12,0.3,1.69,22,34,40,54
2016-12-16,5,0,57,22,11,11,15,0.4,1.18,26,26,60,70
2016-12-15,4,23,67,33,21,12,14,0.5,1.55,51,34,89,72
2016-12-15,4,22,90,36,16,20,15,0.4,1.19,43,2,91,98
2016-12-15,4,21,95,35,17,18,15,0.4,1.29,45,16,97,86
2016-12-15,4,20,78,33,24,9,16,0.4,1.52,50,66,105,61
2016-12-15,4,19,70,30,26,4,16,0.4,1.47,44,105,81,44
2016-12-15,4,18,59,25,21,4,17,0.4,1.72,43,124,72,37
2016-12-15,4,17,63,18,12,7,19,0.3,1.33,24,51,66,56
2016-12-15,4,16,64,18,7,11,15,0.3,0.89,16,20,46,70
2016-12-15,4,15,61,12,3,9,18,0.2,0.5,6,18,25,58
2016-12-15,4,14,58,14,5,9,14,0.2,0.64,9,28,32,53
2016-12-15,4,13,50,9,3,5,13,0.2,0.67,6,31,32,51
2016-12-15,4,12,56,18,8,10,14,0.3,0.44,8,18,32,64
2016-12-15,4,11,63,22,8,14,16,0.3,0.91,20,20,46,70
2016-12-15,4,10,69,26,13,13,13,0.4,0.85,22,27,47,64
2016-12-15,4,9,54,25,18,7,11,0.5,1.48,37,43,57,57
2016-12-15,4,8,45,15,8,7,10,0.3,1.47,22,57,37,39
2016-12-15,4,7,35,9,3,7,9,0.3,0.78,7,17,14,45
2016-12-15,4,6,23,9,0,9,4,0.4,0.11,1,2,2,50
2016-12-15,4,5,14,7,1,7,1,0.5,0.43,3,0,3,100
2016-12-15,4,4,21,6,1,5,4,0.3,0,4,5,3,38
2016-12-15,4,3,22,7,2,5,6,0.3,0.71,5,13,9,41
2016-12-15,4,2,27,9,4,5,7,0.3,0.89,8,16,20,56
2016-12-15,4,1,43,16,7,9,12,0.4,0.81,13,7,30,81
2016-12-15,4,0,52,21,12,9,14,0.4,1.48,31,29,62,68
2016-12-14,3,23,71,28,12,15,15,0.4,1.25,35,13,71,85
2016-12-14,3,22,80,28,12,16,19,0.3,1.11,31,14,71,84
2016-12-14,3,21,85,29,12,18,24,0.3,1.28,37,12,68,85
2016-12-14,3,20,89,37,21,16,19,0.4,0.92,34,22,83,79
2016-12-14,3,19,80,30,22,9,19,0.4,1.43,43,75,79,51
2016-12-14,3,18,69,27,21,6,19,0.4,1.11,30,96,66,41
2016-12-14,3,17,76,22,12,10,21,0.3,1.09,24,43,66,61
2016-12-14,3,16,67,20,7,13,19,0.3,0.75,15,14,48,77
2016-12-14,3,15,62,19,5,14,18,0.3,0.58,11,11,42,79
2016-12-14,3,14,62,13,3,10,18,0.2,0.54,7,10,21,68
2016-12-14,3,13,71,19,6,13,20,0.3,0.37,7,2,36,95
2016-12-14,3,12,69,19,5,15,21,0.3,0.68,13,9,28,76
2016-12-14,3,11,71,28,5,23,20,0.4,0.39,11,2,27,93
2016-12-14,3,10,80,33,12,21,17,0.4,0.48,16,19,52,73
2016-12-14,3,9,57,22,17,6,17,0.4,1.5,33,61,64,51
2016-12-14,3,8,49,18,10,8,16,0.4,1,18,51,44,46
2016-12-14,3,7,42,14,3,11,10,0.3,0.57,8,17,22,56
2016-12-14,3,6,24,6,0,6,7,0.3,0.33,2,1,3,75
2016-12-14,3,5,17,6,0,6,6,0.4,0,1.66666666666667,2,3,60
2016-12-14,3,4,14,5,1,4,6,0.4,0,1.33333333333333,3,3,50
2016-12-14,3,3,12,2,0,2,6,0.2,0.5,1,12,3,20
2016-12-14,3,2,24,4,2,2,10,0.2,1,4,10,11,52
2016-12-14,3,1,35,11,3,9,12,0.3,0.73,8,13,16,55
2016-12-14,3,0,45,18,6,12,12,0.4,0.56,10,7,28,80
2016-12-13,2,23,60,20,6,14,15,0.3,0.95,19,11,52,83
2016-12-13,2,22,83,32,12,20,19,0.4,0.75,24,13,63,83
2016-12-13,2,21,99,33,14,18,21,0.3,1.3,43,9,83,90
2016-12-13,2,20,106,40,14,26,27,0.4,0.7,28,3,62,95
2016-12-13,2,19,98,36,21,16,25,0.4,1.17,42,30,83,73
2016-12-13,2,18,75,25,18,7,19,0.3,1.2,30,58,76,57
2016-12-13,2,17,72,22,11,11,15,0.3,1.18,26,30,52,63
2016-12-13,2,16,56,15,4,12,17,0.3,0.53,8,15,29,66
2016-12-13,2,15,53,17,5,12,16,0.3,0.47,8,10,20,67
2016-12-13,2,14,55,14,4,11,17,0.3,0.57,8,9,26,74
2016-12-13,2,13,56,15,3,12,13,0.3,0.6,9,11,25,69
2016-12-13,2,12,58,17,4,13,10,0.3,0.47,8,15,31,67
2016-12-13,2,11,64,25,8,17,14,0.4,0.6,15,9,33,79
2016-12-13,2,10,80,26,8,18,15,0.3,0.5,13,14,33,70
2016-12-13,2,9,54,19,13,6,13,0.4,1.37,26,61,50,45
2016-12-13,2,8,40,13,11,2,15,0.3,1.31,17,80,32,29
2016-12-13,2,7,39,8,4,4,14,0.2,1.13,9,24,14,37
2016-12-13,2,6,26,6,1,5,8,0.2,0.5,3,8,7,47
2016-12-13,2,5,13,4,0,4,5,0.3,0,3.25,1,3,75
2016-12-13,2,4,16,5,0,5,5,0.3,0,3.5,0,1,100
2016-12-13,2,3,14,5,0,4,6,0.4,0,3.75,1,2,67
2016-12-13,2,2,18,7,1,7,6,0.4,0.57,4,1,7,88
2016-12-13,2,1,29,10,1,9,7,0.3,0.1,1,7,10,59
2016-12-13,2,0,35,16,5,11,9,0.5,0.75,12,17,25,60
2016-12-12,1,23,50,16,3,13,16,0.3,0.81,13,6,29,83
2016-12-12,1,22,59,24,9,16,16,0.4,0.79,19,12,41,77
2016-12-12,1,21,73,24,5,19,18,0.3,0.67,16,17,33,66
2016-12-12,1,20,76,33,6,27,18,0.4,0.39,13,1,45,98
2016-12-12,1,19,90,32,13,19,24,0.4,0.81,26,12,52,81
2016-12-12,1,18,78,30,15,15,27,0.4,0.63,19,9,52,85
2016-12-12,1,17,83,34,7,27,23,0.4,0.59,20,9,46,84
2016-12-12,1,16,80,22,6,17,19,0.3,0.64,14,8,30,79
2016-12-12,1,15,67,21,2,19,20,0.3,0.29,6,5,17,77
2016-12-12,1,14,62,21,4,17,16,0.3,0.43,9,4,24,86
2016-12-12,1,13,63,18,4,14,20,0.3,0.44,8,8,26,76
2016-12-12,1,12,62,19,5,14,18,0.3,0.47,9,4,27,87
2016-12-12,1,11,65,26,4,22,16,0.4,0.42,11,4,30,88
2016-12-12,1,10,58,22,8,14,15,0.4,0.32,7,23,36,61
2016-12-12,1,9,56,19,13,6,9,0.3,1.42,27,41,45,52
2016-12-12,1,8,45,14,8,7,10,0.3,1.29,18,42,29,41
2016-12-12,1,7,32,8,2,5,8,0.3,0.75,6,21,13,38
2016-12-12,1,6,17,4,1,4,6,0.2,0.25,1,10,2,17
2016-12-12,1,5,14,2,0,2,5,0.1,0,1,2,0,0
2016-12-12,1,4,9,2,0,2,4,0.2,0,1,6,0,0
2016-12-12,1,3,12,3,0,3,3,0.3,0,1,5,2,29
2016-12-12,1,2,20,6,0,6,5,0.3,0.17,1,5,5,50
2016-12-12,1,1,29,11,3,8,5,0.4,0.64,7,9,19,68
2016-12-12,1,0,40,13,6,7,6,0.3,1.23,16,17,43,72
2016-12-11,7,23,53,16,7,9,10,0.3,1.31,21,37,39,51
2016-12-11,7,22,64,21,8,13,11,0.3,0.81,17,10,48,83
2016-12-11,7,21,60,15,7,8,16,0.3,1.27,19,12,41,77
2016-12-11,7,20,66,22,9,13,17,0.3,0.95,21,9,54,86
2016-12-11,7,19,66,24,12,12,20,0.4,0.83,20,23,53,70
2016-12-11,7,18,61,25,12,13,19,0.4,1.12,28,24,67,74
2016-12-11,7,17,64,21,9,12,20,0.3,1,21,25,47,65
2016-12-11,7,16,55,17,5,12,18,0.3,0.82,14,14,34,71
2016-12-11,7,15,51,19,6,13,16,0.4,0.47,9,10,35,78
2016-12-11,7,14,51,18,7,11,10,0.4,1.11,20,26,41,61
2016-12-11,7,13,45,13,4,9,9,0.3,0.69,9,20,32,62
2016-12-11,7,12,36,11,4,7,7,0.3,1,11,32,30,48
2016-12-11,7,11,32,9,1,8,13,0.3,0.67,6,23,19,45
2016-12-11,7,10,31,7,1,6,11,0.2,0.29,2,10,14,58
2016-12-11,7,9,29,8,1,7,11,0.3,0.25,2,9,14,61
2016-12-11,7,8,27,7,1,6,11,0.3,0.57,4,10,8,44
2016-12-11,7,7,25,11,1,10,8,0.4,0,5,3,5,63
2016-12-11,7,6,28,8,2,6,9,0.3,0.75,6,4,5,56
2016-12-11,7,5,28,6,2,4,9,0.2,1,6,20,14,41
2016-12-11,7,4,34,10,5,5,10,0.3,0.8,8,27,17,39
2016-12-11,7,3,53,19,9,10,11,0.4,1.26,24,18,48,73
2016-12-11,7,2,63,22,11,11,14,0.3,1.27,28,15,49,77
2016-12-11,7,1,65,29,14,14,14,0.4,1.41,41,4,76,95
2016-12-11,7,0,75,30,14,16,17,0.4,1.33,40,10,73,88
2016-12-10,6,23,86,34,11,23,21,0.4,0.88,30,10,67,87
2016-12-10,6,22,104,38,9,29,22,0.4,0.71,27,6,59,91
2016-12-10,6,21,97,38,10,28,22,0.4,0.61,23,0,69,100
2016-12-10,6,20,96,37,15,23,19,0.4,0.95,35,15,83,85
2016-12-10,6,19,90,36,13,23,20,0.4,0.78,28,18,63,78
2016-12-10,6,18,75,29,6,23,19,0.4,0.62,18,11,47,81
2016-12-10,6,17,62,25,6,19,11,0.4,0.56,14,3,40,93
2016-12-10,6,16,52,21,8,14,9,0.4,0.76,16,9,38,81
2016-12-10,6,15,45,16,4,12,6,0.4,0.63,10,6,29,83
2016-12-10,6,14,47,16,4,12,9,0.3,0.69,11,12,37,76
2016-12-10,6,13,45,18,4,13,11,0.4,0.5,9,6,22,79
2016-12-10,6,12,43,14,4,10,12,0.3,0.64,9,15,31,67
2016-12-10,6,11,40,16,3,13,11,0.4,0.31,5,7,34,83
2016-12-10,6,10,46,19,3,16,9,0.4,0.47,9,3,27,90
2016-12-10,6,9,42,11,3,8,9,0.3,0.64,7,9,17,65
2016-12-10,6,8,39,12,3,9,9,0.3,0.5,6,12,13,52
2016-12-10,6,7,35,12,0,11,7,0.3,0.08,1,3,9,75
2016-12-10,6,6,30,10,2,8,8,0.3,0.4,4,6,12,67
2016-12-10,6,5,36,11,5,6,9,0.3,1,11,18,24,57
2016-12-10,6,4,37,11,7,4,13,0.3,1.82,20,69,37,35
2016-12-10,6,3,42,17,11,6,13,0.4,1.47,25,63,46,42
2016-12-10,6,2,59,24,15,9,12,0.4,1.46,35,34,71,68
2016-12-10,6,1,71,31,17,14,14,0.4,1.55,48,10,87,90
2016-12-10,6,0,81,33,15,18,19,0.4,1.24,41,10,78,89
2016-12-09,5,23,98,39,9,30,21,0.4,0.82,32,4,74,95
2016-12-09,5,22,104,45,21,24,21,0.4,0.78,35,37,80,68
2016-12-09,5,21,96,35,22,13,26,0.4,1.6,56,64,102,61
2016-12-09,5,20,109,38,24,14,30,0.3,1.5,57,43,97,69
2016-12-09,5,19,96,37,20,18,22,0.4,1.05,39,27,106,80
2016-12-09,5,18,81,33,22,11,19,0.4,1.15,38,51,75,60
2016-12-09,5,17,75,27,10,17,20,0.4,0.7,19,22,56,72
2016-12-09,5,16,61,19,9,10,17,0.3,0.53,10,28,35,56
2016-12-09,5,15,58,17,7,10,16,0.3,1.06,18,19,53,74
2016-12-09,5,14,51,19,8,11,14,0.4,0.79,15,22,42,66
2016-12-09,5,13,54,15,5,10,14,0.3,0.73,11,18,33,65
2016-12-09,5,12,65,21,7,14,18,0.3,0.52,11,5,30,86
2016-12-09,5,11,70,26,5,21,16,0.4,0.46,12,11,38,78
2016-12-09,5,10,72,29,15,15,19,0.4,0.72,21,31,50,62
2016-12-09,5,9,59,22,17,5,19,0.4,1.68,37,62,73,54
2016-12-09,5,8,51,19,13,7,15,0.4,1.26,24,38,44,54
2016-12-09,5,7,41,11,4,7,14,0.3,1.27,14,21,17,45
2016-12-09,5,6,32,8,0,8,11,0.3,0.13,1,6,3,33
2016-12-09,5,5,27,10,0,9,9,0.4,0.1,1,3,5,63
2016-12-09,5,4,25,7,1,6,11,0.3,0.14,1,16,4,20
2016-12-09,5,3,28,11,4,7,10,0.4,1.09,12,12,17,59
2016-12-09,5,2,38,14,5,9,11,0.4,1.07,15,8,25,76
2016-12-09,5,1,50,18,5,13,13,0.4,0.61,11,3,25,89
2016-12-09,5,0,65,25,8,18,17,0.4,0.88,22,14,60,81
2016-12-08,4,23,85,29,8,21,21,0.3,0.76,22,7,49,88
2016-12-08,4,22,98,35,14,21,26,0.4,0.86,30,9,62,87
2016-12-08,4,21,108,36,18,18,35,0.3,1.39,50,25,76,75
2016-12-08,4,20,116,42,21,21,37,0.4,0.86,36,12,90,88
2016-12-08,4,19,103,40,27,14,33,0.4,1.32,53,46,107,70
2016-12-08,4,18,104,40,26,14,33,0.4,1.05,42,83,91,52
2016-12-08,4,17,104,32,17,16,33,0.3,0.91,29,39,71,65
2016-12-08,4,16,95,27,8,19,30,0.3,0.7,19,5,46,90
2016-12-08,4,15,76,26,6,20,24,0.3,0.62,16,5,39,89
2016-12-08,4,14,77,23,4,19,22,0.3,0.35,8,5,33,87
2016-12-08,4,13,80,26,3,22,23,0.3,0.38,10,5,30,86
2016-12-08,4,12,75,26,3,22,22,0.3,0.19,5,5,23,82
2016-12-08,4,11,84,28,6,22,22,0.3,0.43,12,4,26,87
2016-12-08,4,10,92,37,11,26,20,0.4,0.54,20,5,47,90
2016-12-08,4,9,77,32,17,15,20,0.4,1.13,36,17,65,79
2016-12-08,4,8,62,20,12,8,18,0.3,1.2,24,26,45,63
2016-12-08,4,7,44,12,2,11,14,0.3,0.58,7,15,18,55
2016-12-08,4,6,27,7,0,7,8,0.3,0.14,1,5,2,29
2016-12-08,4,5,17,5,0,5,7,0.3,0,1,2,3,60
2016-12-08,4,4,17,5,0,5,8,0.3,0,1,8,2,20
2016-12-08,4,3,18,6,0,6,8,0.3,0.17,1,7,6,46
2016-12-08,4,2,28,7,1,6,10,0.3,0.29,2,9,10,53
2016-12-08,4,1,48,17,3,14,11,0.4,0.24,4,2,14,88
2016-12-08,4,0,59,21,8,13,17,0.4,0.95,20,9,40,82
2016-12-07,3,23,77,26,10,15,22,0.3,1.15,30,14,49,78
2016-12-07,3,22,93,28,6,22,28,0.3,0.71,20,11,49,82
2016-12-07,3,21,104,36,8,28,27,0.3,0.61,22,5,50,91
2016-12-07,3,20,97,36,13,23,28,0.4,0.75,27,10,66,87
2016-12-07,3,19,101,35,21,14,32,0.3,0.89,31,45,77,63
2016-12-07,3,18,88,24,13,11,34,0.3,1.08,26,52,71,58
2016-12-07,3,17,106,35,12,23,31,0.3,0.49,17,5,48,91
2016-12-07,3,16,95,31,5,25,26,0.3,0.35,11,4,26,87
2016-12-07,3,15,84,26,4,22,22,0.3,0.31,8,4,34,89
2016-12-07,3,14,79,24,3,21,22,0.3,0.38,9,9,40,82
2016-12-07,3,13,80,26,4,22,22,0.3,0.31,8,7,32,82
2016-12-07,3,12,76,23,4,19,23,0.3,0.26,6,3,29,91
2016-12-07,3,11,97,37,6,31,24,0.4,0.24,9,3,35,92
2016-12-07,3,10,101,36,9,27,22,0.4,0.47,17,11,44,80
2016-12-07,3,9,84,27,13,14,23,0.3,1,27,27,64,70
2016-12-07,3,8,67,22,8,14,21,0.3,0.86,19,28,46,62
2016-12-07,3,7,48,16,4,12,14,0.3,0.5,8,16,21,57
2016-12-07,3,6,31,9,1,8,10,0.3,0.33,3,5,11,69
2016-12-07,3,5,24,8,0,8,10,0.3,0,2.33333333333333,3.5,6.5,59.5
2016-12-07,3,4,24,10,0,10,8,0.4,0,1.66666666666667,2,2,50
2016-12-07,3,3,28,10,1,9,8,0.4,0.1,1,0,2,100
2016-12-07,3,2,28,11,2,9,10,0.4,0.55,6,5,13,72
2016-12-07,3,1,39,15,1,13,11,0.4,0.07,1,0,16,100
2016-12-07,3,0,56,19,5,13,17,0.3,0.79,15,2,34,94
2016-12-06,2,23,72,29,8,21,22,0.4,0.69,20,6,46,88
2016-12-06,2,22,85,32,7,25,26,0.4,0.47,15,4,40,91
2016-12-06,2,21,103,35,9,26,30,0.3,0.69,24,6,43,88
2016-12-06,2,20,108,39,10,30,28,0.4,0.56,22,7,60,90
2016-12-06,2,19,108,43,22,21,24,0.4,0.65,28,15,74,83
2016-12-06,2,18,90,31,19,12,25,0.3,1.19,37,47,68,59
2016-12-06,2,17,91,30,6,24,24,0.3,0.63,19,1,50,98
2016-12-06,2,16,84,27,3,24,20,0.3,0.22,6,3,37,93
2016-12-06,2,15,76,23,2,22,19,0.3,0.17,4,7,26,79
2016-12-06,2,14,65,21,4,17,20,0.3,0.43,9,8,27,77
2016-12-06,2,13,68,19,3,16,20,0.3,0.53,10,7,25,78
2016-12-06,2,12,78,22,2,20,19,0.3,0.14,3,7,24,77
2016-12-06,2,11,73,26,5,20,18,0.4,0.35,9,10,32,76
2016-12-06,2,10,72,26,9,17,20,0.4,0.65,17,22,44,67
2016-12-06,2,9,75,30,16,14,19,0.4,0.97,29,39,66,63
2016-12-06,2,8,59,27,12,15,17,0.5,0.89,24,21,45,68
2016-12-06,2,7,46,15,5,10,11,0.3,1,15,19,22,54
2016-12-06,2,6,24,7,0,7,9,0.3,0.14,1,6,3,33
2016-12-06,2,5,14,5,0,5,9,0.4,0.2,1,1,2,67
2016-12-06,2,4,16,6,0,6,7,0.4,0,1.5,3,1,25
2016-12-06,2,3,18,6,1,5,7,0.3,0.33,2,6,3,33
2016-12-06,2,2,19,6,0,6,7,0.3,0,1.5,2,4,67
2016-12-06,2,1,25,8,1,7,8,0.3,0.13,1,9,14,61
2016-12-06,2,0,40,17,4,13,10,0.4,0.65,11,3,19,86
2016-12-05,1,23,52,19,3,16,12,0.4,0.47,9,4,26,87
2016-12-05,1,22,71,23,7,17,14,0.3,0.7,16,4,38,90
2016-12-05,1,21,85,27,7,20,21,0.3,0.56,15,7,39,85
2016-12-05,1,20,96,36,11,25,23,0.4,0.61,22,9,65,88
2016-12-05,1,19,93,39,24,15,23,0.4,0.92,36,28,85,75
2016-12-05,1,18,86,34,23,12,24,0.4,1.18,40,31,91,75
2016-12-05,1,17,94,34,12,22,29,0.4,0.68,23,4,57,93
2016-12-05,1,16,81,28,4,24,23,0.3,0.32,9,8,36,82
2016-12-05,1,15,81,29,3,26,23,0.4,0.24,7,7,22,76
2016-12-05,1,14,71,23,3,20,20,0.3,0.22,5,6,30,83
2016-12-05,1,13,70,20,4,16,19,0.3,0.45,9,6,26,81
2016-12-05,1,12,74,28,4,24,20,0.4,0.32,9,5,34,87
2016-12-05,1,11,78,32,4,28,17,0.4,0.31,10,4,33,89
2016-12-05,1,10,85,29,7,22,19,0.3,0.34,10,10,38,79
2016-12-05,1,9,75,27,15,12,20,0.4,1.07,29,32,66,67
2016-12-05,1,8,61,23,11,12,17,0.4,0.78,18,20,41,67
2016-12-05,1,7,41,14,4,9,8,0.3,0.79,11,13,33,72
2016-12-05,1,6,29,8,0,8,6,0.3,0.13,1,6,9,60
2016-12-05,1,5,15,5,0,5,5,0.3,0,1,1,1,50
2016-12-05,1,4,11,3,0,3,5,0.3,0,1,4,3,43
2016-12-05,1,3,9,4,0,4,4,0.4,0.25,1,1,4,80
2016-12-05,1,2,20,8,1,7,4,0.4,0.38,3,2,7,78
2016-12-05,1,1,31,10,1,10,7,0.3,0,3.5,4,12,75
2016-12-05,1,0,38,13,1,12,8,0.3,0.31,4,10,25,71
2016-12-04,7,23,46,15,3,13,12,0.3,0.4,6,10,30,75
2016-12-04,7,22,65,23,6,17,12,0.4,0.61,14,8,45,85
2016-12-04,7,21,77,29,6,23,15,0.4,0.72,21,8,44,85
2016-12-04,7,20,87,36,5,31,19,0.4,0.36,13,4,59,94
2016-12-04,7,19,87,33,9,24,24,0.4,0.67,22,8,62,89
2016-12-04,7,18,80,27,6,21,26,0.3,0.52,14,7,39,85
2016-12-04,7,17,81,28,9,19,17,0.3,0.75,21,3,55,95
2016-12-04,7,16,74,28,5,23,15,0.4,0.71,20,4,47,92
2016-12-04,7,15,72,30,3,27,12,0.4,0.23,7,1,29,97
2016-12-04,7,14,67,27,2,25,9,0.4,0.19,5,6,24,80
2016-12-04,7,13,54,23,3,20,7,0.4,0.35,8,4,31,89
2016-12-04,7,12,45,19,2,17,8,0.4,0.42,8,4,25,86
2016-12-04,7,11,47,18,0,18,7,0.4,0.11,2,4,23,85
2016-12-04,7,10,44,20,1,19,6,0.5,0.2,4,2,18,90
2016-12-04,7,9,39,14,0,14,6,0.4,0,2.5,3,15,83
2016-12-04,7,8,31,10,1,9,8,0.3,0.1,1,6,5,45
2016-12-04,7,7,30,11,1,11,8,0.4,0.36,4,1,5,83
2016-12-04,7,6,32,10,1,9,11,0.3,0.1,1,2,7,78
2016-12-04,7,5,40,13,2,11,13,0.3,0.54,7,6,17,74
2016-12-04,7,4,45,18,5,13,14,0.4,0.61,11,4,28,88
2016-12-04,7,3,51,19,3,16,16,0.4,0.47,9,3,20,87
2016-12-04,7,2,57,24,5,19,14,0.4,0.5,12,4,30,88
2016-12-04,7,1,65,32,4,28,15,0.5,0.38,12,8,31,79
2016-12-04,7,0,70,34,6,28,14,0.5,0.59,20,6,49,89
2016-12-03,6,23,81,41,6,34,15,0.5,0.34,14,1,30,97
2016-12-03,6,22,92,41,5,36,18,0.4,0.34,14,1,34,97
2016-12-03,6,21,92,40,5,35,17,0.4,0.28,11,3,32,91
2016-12-03,6,20,94,45,4,41,19,0.5,0.31,14,8,38,83
2016-12-03,6,19,98,42,6,37,17,0.4,0.29,12,3,29,91
2016-12-03,6,18,86,39,3,36,17,0.5,0.28,11,3,34,92
2016-12-03,6,17,80,25,3,23,18,0.3,0.24,6,1,22,96
2016-12-03,6,16,72,28,4,25,17,0.4,0.25,7,5,22,81
2016-12-03,6,15,70,30,4,26,17,0.4,0.37,11,1,25,96
2016-12-03,6,14,76,33,2,31,12,0.4,0.24,8,5,26,84
2016-12-03,6,13,73,31,1,30,12,0.4,0,7.5,3,17,85
2016-12-03,6,12,62,26,3,23,12,0.4,0.27,7,4,25,86
2016-12-03,6,11,56,23,1,22,12,0.4,0.13,3,6,14,70
2016-12-03,6,10,49,23,1,22,9,0.5,0.17,4,2,12,86
2016-12-03,6,9,46,22,0,22,8,0.5,0,2.5,1,9,90
2016-12-03,6,8,39,19,1,18,10,0.5,0.05,1,3,7,70
